言いよどむ,Annoyed
言いよどみ,Annoyed
言いよどん,Annoyed
口ごもる,Annoyed
口ごもり,Annoyed
口ごもっ,Annoyed
煩悶する,Annoyed
煩悶し,Annoyed
憂慮する,Annoyed
憂慮し,Annoyed
逡巡する,Annoyed
逡巡し,Annoyed
窮する,Annoyed
躊躇する,Annoyed
躊躇し,Annoyed
うじうじする,Annoyed
うじうじし,Annoyed
手詰まりする,Annoyed
手詰まりし,Annoyed
膠着する,Annoyed
膠着し,Annoyed
別居する,Annoyed
別居し,Annoyed
四苦八苦する,Annoyed
四苦八苦し,Annoyed
試行錯誤,Annoyed
思案に暮れる,Annoyed
思案に暮れ,Annoyed
難儀する,Annoyed
難儀し,Annoyed
苦心する,Annoyed
苦心し,Annoyed
手がかかる,Annoyed
手がかかり,Annoyed
手がかかっ,Annoyed
手間がかかる,Annoyed
手間がかかり,Annoyed
手間がかかっ,Annoyed
骨が折れる,Annoyed
骨が折れ,Annoyed
苦悩する,Annoyed
苦悩し,Annoyed
悩乱する,Annoyed
悩乱し,Annoyed
惑乱する,Annoyed
惑乱し,Annoyed
苦渋する,Annoyed
苦渋し,Annoyed
苦難する,Annoyed
苦難し,Annoyed
悪戦苦闘する,Annoyed
悪戦苦闘し,Annoyed
苦戦する,Annoyed
苦戦し,Annoyed
難航する,Annoyed
難航し,Annoyed
憂悶する,Annoyed
憂悶し,Annoyed
苦悶する,Annoyed
苦悶し,Annoyed
悶絶する,Annoyed
悶絶し,Annoyed
悶える,Annoyed
悶え,Annoyed
思い悩む,Annoyed
思い悩み,Annoyed
思い悩ん,Annoyed
天秤にかける,Annoyed
天秤にかけ,Annoyed
量天秤にかける,Annoyed
量天秤にかけ,Annoyed
懊悩する,Annoyed
懊悩し,Annoyed
困惑する,Annoyed
困惑し,Annoyed
行き詰まる,Annoyed
行き詰まり,Annoyed
行き詰まっ,Annoyed
行き詰まる,Annoyed
行き詰まり,Annoyed
行き詰まっ,Annoyed
困る,Annoyed
困り,Annoyed
困っ,Annoyed
憂える,Annoyed
憂え,Annoyed
悩む,Annoyed
悩み,Annoyed
悩ん,Annoyed
困り果てる,Annoyed
困り果て,Annoyed
思い煩う,Annoyed
思い煩い,Annoyed
思い煩っ,Annoyed
思い患う,Annoyed
思い患い,Annoyed
思い患っ,Annoyed
呵責,Apology
ばつが悪い,Apology
ばつが悪かっ,Apology
決まりが悪い,Apology
決まりが悪かっ,Apology
きまりが悪い,Apology
きまりが悪かっ,Apology
後ろめたい,Apology
後ろめたかっ,Apology
疚しい,Apology
疚しかっ,Apology
心疚しい,Apology
心疚しかっ,Apology
気まずい,Apology
気まずかっ,Apology
申しわけない,Apology
申しわけなかっ,Apology
申し訳ない,Apology
申し訳なかっ,Apology
耳が痛い,Apology
耳が痛かっ,Apology
すまない,Apology
すまなかっ,Apology
済まない,Apology
済まなかっ,Apology
いたたまれない,Apology
いたたまれなかっ,Apology
忍びない,Apology
忍びなかっ,Apology
後ろ暗い,Apology
後ろ暗かっ,Apology
やましい,Apology
やましかっ,Apology
言い難い,Apology
言い難かっ,Apology
うしろめたい,Apology
うしろめたかっ,Apology
うしろぐらい,Apology
うしろぐらかっ,Apology
しのびなく,Apology
しのびなき,Apology
しのびない,Apology
合わせる顔がない,Apology
合わせる顔がなかっ,Apology
肩身が狭い,Apology
肩身が狭かっ,Apology
自責する,Apology
自責し,Apology
卑下する,Apology
卑下し,Apology
悪びれる,Apology
悪びれ,Apology
気に病む,Apology
気に病み,Apology
気に病ん,Apology
謹慎する,Apology
謹慎し,Apology
土下座する,Apology
土下座し,Apology
猛省する,Apology
猛省し,Apology
自省する,Apology
自省し,Apology
改心する,Apology
改心し,Apology
罪滅ぼしする,Apology
罪滅ぼしし,Apology
反省する,Apology
反省し,Apology
平身低頭する,Apology
平身低頭し,Apology
お詫びする,Apology
お詫びし,Apology
懺悔する,Apology
懺悔し,Apology
陳謝する,Apology
陳謝し,Apology
謝罪する,Apology
謝罪し,Apology
平謝りする,Apology
平謝りし,Apology
埋め合わせる,Apology
埋め合わせ,Apology
弁解する,Apology
弁解し,Apology
弁明する,Apology
弁明し,Apology
弁済する,Apology
弁済し,Apology
弁償する,Apology
弁償し,Apology
大忙し,Appreciation
多忙,Appreciation
忙しい,Appreciation
忙しかっ,Appreciation
忙しい,Appreciation
忙しかっ,Appreciation
目まぐるしい,Appreciation
目まぐるしかっ,Appreciation
めまぐるしい,Appreciation
めまぐるしかっ,Appreciation
取り込み,Appreciation
作り笑い,Appreciation
ガマンする,Appreciation
ガマンし,Appreciation
我慢する,Appreciation
我慢し,Appreciation
辛抱する,Appreciation
辛抱し,Appreciation
がまんする,Appreciation
がまんし,Appreciation
忍耐する,Appreciation
忍耐し,Appreciation
汗水たらす,Appreciation
汗水たらし,Appreciation
節制する,Appreciation
節制し,Appreciation
苦労する,Appreciation
苦労し,Appreciation
苦慮する,Appreciation
苦慮し,Appreciation
残業する,Appreciation
残業し,Appreciation
徹夜する,Appreciation
徹夜し,Appreciation
忙殺される,Appreciation
忙殺され,Appreciation
気苦労する,Appreciation
気苦労し,Appreciation
疲弊する,Appreciation
疲弊し,Appreciation
疲労困憊する,Appreciation
疲労困憊し,Appreciation
無茶する,Appreciation
無茶し,Appreciation
気疲れする,Appreciation
気疲れし,Appreciation
心労する,Appreciation
心労し,Appreciation
心痛する,Appreciation
心痛し,Appreciation
一苦労する,Appreciation
一苦労し,Appreciation
老骨に鞭打つ,Appreciation
老骨に鞭打ち,Appreciation
老骨に鞭打っ,Appreciation
自足する,Appreciation
自足し,Appreciation
切り盛りする,Appreciation
切り盛りし,Appreciation
やりくりする,Appreciation
やりくりし,Appreciation
自給自足する,Appreciation
自給自足し,Appreciation
節約する,Appreciation
節約し,Appreciation
慚愧,Ashamed
羞恥,Ashamed
シャイ,Ashamed
内気,Ashamed
面映いる,Ashamed
面映い,Ashamed
羞恥心,Ashamed
もじもじ,Ashamed
赤面する,Ashamed
赤面し,Ashamed
紅潮する,Ashamed
紅潮し,Ashamed
照れ笑いする,Ashamed
照れ笑いし,Ashamed
火照る,Ashamed
火照り,Ashamed
火照っ,Ashamed
赤らむ,Ashamed
赤らみ,Ashamed
赤らん,Ashamed
赤らめる,Ashamed
赤らめ,Ashamed
はにかむ,Ashamed
はにかみ,Ashamed
はにかん,Ashamed
恥ずかしい,Ashamed
恥ずかしかっ,Ashamed
照れくさい,Ashamed
照れくさかっ,Ashamed
穴があったら入りたい,Ashamed
穴があったら入りたかっ,Ashamed
穴があったら入りたかつ,Ashamed
はずかしい,Ashamed
はずかしかっ,Ashamed
小っ恥ずかしい,Ashamed
小っ恥ずかしかっ,Ashamed
気恥かしぐ,Ashamed
気恥かしぎ,Ashamed
気恥かしい,Ashamed
気恥ずかしい,Ashamed
気恥ずかしかっ,Ashamed
照れ臭い,Ashamed
照れ臭かっ,Ashamed
こそばゆい,Ashamed
こそばゆかっ,Ashamed
恥しい,Ashamed
恥しかっ,Ashamed
小恥ずかしい,Ashamed
小恥ずかしかっ,Ashamed
晴れがましいる,Ashamed
晴れがましい,Ashamed
大人気,Attractive
花形,Attractive
時の人,Attractive
ブーム,Attractive
モテモテ,Attractive
人気,Attractive
引く手あまた,Attractive
引く手数多,Attractive
引っ張りだこ,Attractive
ロマンティック,Attractive
ロマンチック,Attractive
浪漫,Attractive
ドラマチック,Attractive
劇的,Attractive
キレイ,Attractive
奇麗,Attractive
綺麗,Attractive
きれい,Attractive
端正,Attractive
ハンサム,Attractive
佳麗,Attractive
美麗,Attractive
瀟洒,Attractive
クール,Attractive
らぶらぶる,Attractive
らぶらぶり,Attractive
らぶらぶっ,Attractive
おしゃれする,Attractive
おしゃれし,Attractive
オシャレ,Attractive
お洒落する,Attractive
お洒落し,Attractive
キレキレ,Attractive
スマート,Attractive
小粋,Attractive
きりく,Attractive
きりき,Attractive
きりっ,Attractive
スタイリッシュ,Attractive
清廉,Attractive
清楚,Attractive
淑やか,Attractive
典麗,Attractive
ボーイッシュ,Attractive
秀麗,Attractive
華美,Attractive
端麗,Attractive
爽やか,Attractive
すてき,Attractive
ステキ,Attractive
素敵,Attractive
さわやか,Attractive
シック,Attractive
楚々,Attractive
しとやか,Attractive
たおやか,Attractive
目の毒,Attractive
水の滴る,Attractive
水の滴り,Attractive
水の滴っ,Attractive
奥ゆかしい,Attractive
奥ゆかしかっ,Attractive
格好いい,Attractive
恰好いい,Attractive
見目麗しい,Attractive
見目麗しかっ,Attractive
美々しい,Attractive
美々しかっ,Attractive
麗しい,Attractive
麗しかっ,Attractive
めんこい,Attractive
めんこかっ,Attractive
大人っぽい,Attractive
大人っぽかっ,Attractive
凛々しい,Attractive
凛々しかっ,Attractive
カッコイイ,Attractive
かっこよい,Attractive
かっこよかっ,Attractive
格好よい,Attractive
格好よかっ,Attractive
格好良い,Attractive
格好良かっ,Attractive
格好良い,Attractive
格好良かっ,Attractive
いさぎよい,Attractive
いさぎよかっ,Attractive
勇ましい,Attractive
勇ましかっ,Attractive
たくましい,Attractive
たくましかっ,Attractive
逞しい,Attractive
逞しかっ,Attractive
女らしい,Attractive
女らしかっ,Attractive
力強い,Attractive
力強かっ,Attractive
惚れ惚れする,Attractive
惚れ惚れし,Attractive
惚れ惚れされる,Attractive
惚れ惚れされ,Attractive
引き込まれる,Attractive
引き込まれ,Attractive
チャームする,Attractive
チャームし,Attractive
チャームされる,Attractive
チャームされ,Attractive
悩殺する,Attractive
悩殺し,Attractive
悩殺される,Attractive
悩殺され,Attractive
蠱惑される,Attractive
蠱惑され,Attractive
蠱惑する,Attractive
蠱惑し,Attractive
懐柔する,Attractive
懐柔し,Attractive
懐柔される,Attractive
懐柔され,Attractive
魅惑する,Attractive
魅惑し,Attractive
魅惑される,Attractive
魅惑され,Attractive
誘惑する,Attractive
誘惑し,Attractive
誘惑される,Attractive
誘惑され,Attractive
魅了する,Attractive
魅了し,Attractive
魅了される,Attractive
魅了され,Attractive
そそる,Attractive
そそり,Attractive
そそっ,Attractive
そそられる,Attractive
そそられ,Attractive
寵する,Attractive
寵される,Attractive
寵され,Attractive
寵愛する,Attractive
寵愛し,Attractive
触発される,Attractive
触発され,Attractive
感化される,Attractive
感化され,Attractive
ドキドキする,Attractive
ドキドキし,Attractive
目移りする,Attractive
目移りし,Attractive
再燃する,Attractive
再燃し,Attractive
刺激される,Attractive
刺激され,Attractive
影響される,Attractive
影響され,Attractive
ナンパする,Attractive
ナンパし,Attractive
ナンパされる,Attractive
ナンパされ,Attractive
アプローチする,Attractive
アプローチし,Attractive
アプローチされる,Attractive
アプローチされ,Attractive
スカウトされる,Attractive
スカウトされ,Attractive
誘致される,Attractive
誘致され,Attractive
釘付けする,Attractive
釘付けし,Attractive
釘付けされる,Attractive
釘付けされ,Attractive
逆ナンされる,Attractive
逆ナンされ,Attractive
逆ナンする,Attractive
逆ナンし,Attractive
軟派する,Attractive
軟派し,Attractive
軟派される,Attractive
軟派され,Attractive
一念発起する,Attractive
一念発起し,Attractive
ドレスアップする,Attractive
ドレスアップし,Attractive
着飾る,Attractive
着飾り,Attractive
着飾っ,Attractive
堂々,Awe
赫々,Awe
広大,Awe
偉大,Awe
多大,Awe
神聖,Awe
神性,Awe
壮大,Awe
厳か,Awe
荘厳する,Awe
荘厳し,Awe
雄大,Awe
静謐,Awe
壮観,Awe
壮麗,Awe
厳粛,Awe
加護される,Awe
加護され,Awe
超越する,Awe
超越し,Awe
超絶する,Awe
超絶し,Awe
畏怖する,Awe
畏怖し,Awe
顕現する,Awe
顕現し,Awe
降臨する,Awe
降臨し,Awe
隔絶する,Awe
隔絶し,Awe
信奉する,Awe
信奉し,Awe
卓越する,Awe
卓越し,Awe
神化する,Awe
神化し,Awe
神々しい,Awe
神々しかっ,Awe
聖なる,Awe
神神しい,Awe
神神しかっ,Awe
荘重,Awe
広壮,Awe
怖ろしいる,Awe
怖ろしい,Awe
果てしない,Awe
果てしなかっ,Awe
仰々しい,Awe
仰々しかっ,Awe
恐れ多い,Awe
恐れ多かっ,Awe
畏れ多い,Awe
畏れ多かっ,Awe
おどろおどろしい,Awe
おどろおどろしかっ,Awe
殺風景,Boring
無味乾燥する,Boring
無味乾燥し,Boring
退屈する,Boring
退屈し,Boring
無為,Boring
無気力,Boring
無関心,Boring
ヒマ,Boring
ひま,Boring
単調,Boring
懶惰,Boring
倦怠する,Boring
倦怠し,Boring
倦怠感,Boring
無聊,Boring
惰眠,Boring
不活動,Boring
興ざめる,Boring
興ざめ,Boring
倦厭,Boring
食傷する,Boring
食傷し,Boring
退屈する,Boring
退屈し,Boring
倦む,Boring
倦み,Boring
倦ん,Boring
倦む,Boring
倦み,Boring
倦ん,Boring
しらける,Boring
しらけ,Boring
鼻白む,Boring
鼻白み,Boring
鼻白ん,Boring
白ける,Boring
白け,Boring
あくびする,Boring
あくびし,Boring
居眠りする,Boring
居眠りし,Boring
つまらない,Boring
つまらなかっ,Boring
あっけない,Boring
あっけなかっ,Boring
物足りない,Boring
物足りなかっ,Boring
物足りません,Boring
呆気ない,Boring
呆気なかっ,Boring
つまんない,Boring
つまんなかっ,Boring
しょぼい,Boring
しょぼかっ,Boring
毛頭ない,Boring
毛頭なかっ,Boring
毛頭ありません,Boring
敢無い,Boring
敢無かっ,Boring
あじけない,Boring
あじけなかっ,Boring
味気ない,Boring
味気なかっ,Boring
味けない,Boring
味けなかっ,Boring
芸がない,Boring
芸がなかっ,Boring
面白くない,Boring
面白くなかっ,Boring
面白くありません,Boring
歯に衣着せない,Boring
歯に衣着せなかっ,Boring
歯に衣着せぬ,Boring
元も子もない,Boring
元も子もなかっ,Boring
元も子もありません,Boring
身も蓋もない,Boring
身も蓋もなかっ,Boring
身も蓋もありません,Boring
にべもない,Boring
にべもなかっ,Boring
おだやか,Calm
物柔らか,Calm
ほのぼの,Calm
安定,Calm
平和,Calm
緩やか,Calm
朗らか,Calm
和やか,Calm
温かい,Calm
温かかっ,Calm
暖か,Calm
安らか,Calm
穏便,Calm
物静か,Calm
ゆるやか,Calm
温和,Calm
マイルド,Calm
温暖,Calm
穏和,Calm
柔和,Calm
穏健,Calm
のどか,Calm
のどやか,Calm
太平,Calm
平和的,Calm
安穏,Calm
安寧,Calm
平穏,Calm
緩慢,Calm
穏やか,Calm
安閑,Calm
静か,Calm
静謐,Calm
緩い,Calm
緩かっ,Calm
ゆるい,Calm
ゆるかっ,Calm
生温い,Calm
生温かっ,Calm
生暖かい,Calm
生暖かかっ,Calm
心地よい,Calm
心地よかっ,Calm
暖かい,Calm
暖かかっ,Calm
あたたかい,Calm
あたたかかっ,Calm
温かい,Calm
温かかっ,Calm
あったかい,Calm
あったかかっ,Calm
心地好い,Calm
心地好かっ,Calm
心地良い,Calm
心地良かっ,Calm
心地良い,Calm
心地良かっ,Calm
ぼんやりする,Calm
ぼんやりし,Calm
のんびり,Calm
のっぺりする,Calm
のっぺりし,Calm
落ち着く,Calm
落ち着き,Calm
落ち着い,Calm
静まる,Calm
静まり,Calm
静まっ,Calm
静まり返る,Calm
静まり返り,Calm
静まり返っ,Calm
のんき,Careless
暢気,Careless
陽気,Careless
呑気,Careless
楽天的,Careless
悠長,Careless
楽観する,Careless
楽観し,Careless
気楽,Careless
安楽,Careless
楽々,Careless
手軽,Careless
身軽,Careless
楽する,Careless
楽し,Careless
ごろごろする,Careless
ごろごろし,Careless
自由,Careless
気まま,Careless
悠々自適する,Careless
悠々自適し,Careless
放浪する,Careless
放浪し,Careless
道楽する,Careless
道楽し,Careless
手が空く,Careless
手が空き,Careless
手が空い,Careless
手が空く,Careless
手が空き,Careless
手が空い,Careless
イージー,Careless
楽ちん,Careless
容易,Careless
簡単,Careless
簡便,Careless
安易,Careless
屁の河童,Careless
余裕,Careless
余裕綽々,Careless
お茶の子さいさい,Careless
水に流す,Careless
水に流し,Careless
手加減する,Careless
手加減し,Careless
他愛ない,Careless
他愛なかっ,Careless
たわいない,Careless
たわいなかっ,Careless
易しい,Careless
易しかっ,Careless
易い,Careless
易かっ,Careless
造作もない,Careless
造作もなかっ,Careless
生易しい,Careless
生易しかっ,Careless
容易い,Careless
容易かっ,Careless
たやすい,Careless
たやすかっ,Careless
生ぬるい,Careless
生ぬるかっ,Careless
ぬるい,Careless
ぬるかっ,Careless
あまっちょろい,Careless
あまっちょろかっ,Careless
ちょろい,Careless
ちょろかっ,Careless
不出来,Chagrin
力不足,Chagrin
能力不足,Chagrin
経験不足,Chagrin
実力不足,Chagrin
共倒れ,Chagrin
失態,Chagrin
生憎,Chagrin
へま,Chagrin
取りこぼす,Chagrin
取りこぼし,Chagrin
落ち度,Chagrin
下策,Chagrin
やり損なう,Chagrin
やり損ない,Chagrin
やり損なっ,Chagrin
手落ち,Chagrin
漏れ,Chagrin
見落とす,Chagrin
見落とし,Chagrin
手抜かり,Chagrin
尻抜け,Chagrin
仕損じる,Chagrin
仕損じ,Chagrin
誤り,Chagrin
錯誤する,Chagrin
錯誤し,Chagrin
軽はずみ,Chagrin
不十分,Chagrin
迂闊,Chagrin
不覚,Chagrin
悔恨,Chagrin
失錯する,Chagrin
失錯し,Chagrin
不完全,Chagrin
不用意,Chagrin
不始末,Chagrin
上の空,Chagrin
不注意,Chagrin
うわの空,Chagrin
しくじる,Chagrin
しくじり,Chagrin
しくじっ,Chagrin
痛切,Chagrin
残念,Chagrin
誤謬,Chagrin
とどのつまり,Chagrin
悔し涙,Chagrin
浅はか,Chagrin
うかつ,Chagrin
悔しい,Chagrin
悔しかっ,Chagrin
惜しい,Chagrin
惜しかっ,Chagrin
おしい,Chagrin
おしかっ,Chagrin
口惜しい,Chagrin
口惜しかっ,Chagrin
口惜しい,Chagrin
口惜しかっ,Chagrin
くやしい,Chagrin
くやしかっ,Chagrin
身にしみる,Chagrin
身にしみ,Chagrin
身につまされる,Chagrin
身につまされ,Chagrin
愛惜する,Chagrin
愛惜し,Chagrin
悔しがる,Chagrin
悔しがり,Chagrin
悔しがっ,Chagrin
後悔する,Chagrin
後悔し,Chagrin
悔悟する,Chagrin
悔悟し,Chagrin
痛恨する,Chagrin
痛恨し,Chagrin
痛感する,Chagrin
痛感し,Chagrin
誤断する,Chagrin
誤断し,Chagrin
誤診する,Chagrin
誤診し,Chagrin
乱費する,Chagrin
乱費し,Chagrin
空費する,Chagrin
空費し,Chagrin
濫費する,Chagrin
濫費し,Chagrin
過失,Chagrin
油断する,Chagrin
油断し,Chagrin
うっかりする,Chagrin
うっかりし,Chagrin
口が滑る,Chagrin
口が滑り,Chagrin
口が滑っ,Chagrin
失念する,Chagrin
失念し,Chagrin
誤算する,Chagrin
誤算し,Chagrin
見当違い,Chagrin
浪費する,Chagrin
浪費し,Chagrin
足が付く,Chagrin
足が付き,Chagrin
足が付い,Chagrin
無駄遣いする,Chagrin
無駄遣いし,Chagrin
過信する,Chagrin
過信し,Chagrin
散財する,Chagrin
散財し,Chagrin
高望みする,Chagrin
高望みし,Chagrin
幻惑される,Chagrin
幻惑され,Chagrin
化かされる,Chagrin
化かされ,Chagrin
自問する,Chagrin
自問し,Chagrin
失敗する,Chagrin
失敗し,Chagrin
棒に振る,Chagrin
棒に振り,Chagrin
棒に振っ,Chagrin
ミスする,Chagrin
ミスし,Chagrin
魔が差す,Chagrin
魔が差し,Chagrin
浮気される,Chagrin
浮気され,Chagrin
浮気する,Chagrin
浮気し,Chagrin
駆け落ちされる,Chagrin
駆け落ちされ,Chagrin
姦淫する,Chagrin
姦淫し,Chagrin
姦淫される,Chagrin
姦淫され,Chagrin
密通する,Chagrin
密通し,Chagrin
密通される,Chagrin
密通され,Chagrin
落胆される,Chagrin
落胆され,Chagrin
失望される,Chagrin
失望され,Chagrin
拍子抜けされる,Chagrin
拍子抜けされ,Chagrin
空振りする,Chagrin
空振りし,Chagrin
敗退する,Chagrin
敗退し,Chagrin
不倫する,Chagrin
不倫し,Chagrin
不倫される,Chagrin
不倫され,Chagrin
空回りする,Chagrin
空回りし,Chagrin
エラーする,Chagrin
エラーし,Chagrin
敗戦する,Chagrin
敗戦し,Chagrin
落選する,Chagrin
落選し,Chagrin
大敗する,Chagrin
大敗し,Chagrin
失策する,Chagrin
失策し,Chagrin
敗走する,Chagrin
敗走し,Chagrin
失墜する,Chagrin
失墜し,Chagrin
敗ける,Chagrin
敗け,Chagrin
古風,Charm
風雅,Charm
古雅,Charm
枯淡,Charm
京風,Charm
風流,Charm
優雅,Charm
優美,Charm
流麗,Charm
都雅,Charm
瀟洒,Charm
典雅,Charm
渋み,Charm
風情,Charm
情緒,Charm
味わい,Charm
侘び寂びる,Charm
侘び寂び,Charm
余韻,Charm
しみじみ,Charm
もののあわれ,Charm
気韻,Charm
風韻,Charm
幽玄,Charm
滋味,Charm
興趣,Charm
情味,Charm
雅趣,Charm
何気ない,Charm
何気なかっ,Charm
そこはかとない,Charm
そこはかとなかっ,Charm
なにげない,Charm
なにげなかっ,Charm
味わい深い,Charm
味わい深かっ,Charm
渋い,Charm
渋かっ,Charm
歩み寄り,Compromise
値踏み,Compromise
夢のまた夢,Compromise
折合い,Compromise
折り合い,Compromise
妥協する,Compromise
妥協し,Compromise
打算する,Compromise
打算し,Compromise
折衷する,Compromise
折衷し,Compromise
諦める,Compromise
諦め,Compromise
投降する,Compromise
投降し,Compromise
降参する,Compromise
降参し,Compromise
降伏する,Compromise
降伏し,Compromise
致し方ない,Compromise
致し方なかっ,Compromise
致方ない,Compromise
致方なかっ,Compromise
いたしかたない,Compromise
いたしかたなかっ,Compromise
仕方がない,Compromise
仕方がなかっ,Compromise
